,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell402,29,289,0,24,75,3,25,35,42,98,67,93,8,5,240,23,231,45,11,41,16,364,0,15,16,5,12,0,0,0,6,11,6,6,0,5,25,121,16,2,6,49,1,107,2,7,2,0,20,43,7,52,32,35,59,63,7,21,74,0,2,14,49,16,30,134,12,4,0,10,228,105,17,0,2,3,25,62,44,1,25,98,2,12,34,70,1,23,404,19,36,1,3,4,3,1,7,97,1,46,214,21,0,28,5,5,2490,103,10,52
cell403,73,109,0,39,41,0,40,58,88,116,70,254,6,3,195,8,260,39,22,27,18,460,0,3,18,13,21,1,1,5,0,18,13,5,9,2,14,102,12,1,19,64,1,147,0,0,2,2,46,25,8,44,28,90,53,66,16,7,116,2,0,3,47,8,27,154,9,10,0,12,322,62,22,4,1,6,19,22,67,1,30,260,2,13,30,24,6,29,477,26,35,4,1,0,1,0,19,86,7,62,160,23,1,28,2,3,515,12,17,58
cell404,15,72,0,11,0,1,15,15,7,17,7,1,1,3,15,7,10,7,0,11,4,90,0,8,10,7,2,0,0,0,0,15,2,0,1,0,3,3,5,0,1,6,3,4,4,2,2,1,7,3,14,3,18,13,6,6,4,11,19,2,2,1,17,9,8,16,0,16,1,7,18,8,14,1,1,0,11,86,10,0,3,44,1,6,5,40,2,6,503,8,5,8,2,0,3,0,3,1,0,3,13,18,0,8,15,2,893,1,46,235
cell405,39,294,0,50,51,2,81,85,54,66,33,154,16,8,222,16,269,29,10,61,18,388,1,7,20,1,14,0,6,0,2,37,3,1,0,1,20,74,7,4,8,44,0,108,6,17,4,0,52,19,8,39,22,45,80,63,12,13,67,4,2,7,39,20,28,147,9,9,1,9,222,69,16,0,2,0,16,48,60,1,24,166,12,12,33,33,6,43,610,24,47,2,1,2,3,0,3,21,8,44,194,21,0,30,2,3,927,35,14,24
cell406,10,83,9,19,0,2,19,13,13,11,9,40,1,7,18,5,15,1,0,14,11,86,0,0,11,2,8,0,0,0,1,10,0,0,0,3,3,3,3,0,5,5,2,11,4,0,3,1,8,0,1,4,20,42,9,13,3,20,18,0,9,0,6,8,13,16,1,22,2,11,12,10,9,1,2,2,8,95,1,0,9,61,2,6,1,42,0,7,438,8,2,1,1,0,11,0,9,3,1,24,40,21,0,18,7,2,7780,3,85,135
cell407,21,102,0,31,39,1,44,57,21,32,52,103,0,1,185,5,225,28,0,44,22,312,0,2,3,7,22,0,0,0,3,31,6,2,1,2,17,80,4,4,8,39,2,82,0,5,6,0,72,17,6,36,35,26,46,36,13,13,67,1,8,28,36,16,27,133,11,10,0,12,256,35,21,0,2,1,17,45,67,0,29,156,3,16,68,86,2,47,433,18,16,3,4,0,3,0,7,56,2,13,192,34,0,36,1,4,1900,36,15,20
cell408,25,36,0,35,0,0,5,23,19,11,7,2,0,1,10,4,10,4,0,14,4,90,1,0,15,4,6,0,0,0,0,11,2,4,8,2,2,3,3,1,1,5,1,6,4,1,2,3,12,0,6,0,5,35,7,14,2,10,18,0,0,1,19,6,2,18,0,13,7,4,11,6,7,1,0,0,12,17,9,0,6,54,1,6,2,28,3,14,592,5,19,0,0,0,3,0,2,1,2,21,39,18,2,17,9,8,8839,3,41,196
cell409,7,144,0,33,0,1,18,6,4,13,3,0,1,2,21,4,9,7,56,9,15,18,1,1,4,8,15,0,0,0,3,8,0,6,0,0,2,6,5,0,12,10,1,5,3,0,1,0,6,2,3,3,18,12,5,12,4,18,19,0,2,3,13,5,12,12,2,8,0,7,22,4,5,0,6,3,15,50,5,0,3,49,1,6,3,42,1,8,574,2,12,1,0,0,0,0,1,14,1,10,45,11,0,14,15,2,4514,8,62,148
cell410,21,97,0,39,0,0,25,36,5,10,7,41,1,5,8,11,3,6,3,17,9,95,0,3,14,6,1,0,0,2,1,8,0,1,0,0,3,3,7,0,6,0,2,8,2,0,3,0,7,3,4,4,13,48,3,17,2,18,19,0,1,1,10,7,11,19,0,13,1,6,14,3,12,0,0,1,16,23,0,0,8,28,3,8,0,42,0,9,685,6,8,1,1,52,2,0,4,11,0,10,18,26,0,14,11,5,59,6,55,229
cell411,76,732,0,47,22,12,43,107,80,109,54,233,7,2,207,6,189,29,8,70,27,425,0,19,40,14,6,0,0,2,13,43,2,7,1,6,39,119,3,1,15,62,4,107,0,0,7,0,78,26,5,45,32,89,58,48,11,13,69,1,2,20,33,13,35,120,21,14,2,9,231,32,26,2,5,10,20,60,9,0,18,95,0,11,75,50,10,60,462,32,25,11,4,0,4,0,3,46,3,46,193,21,0,44,2,3,344,73,8,62
cell412,3,157,0,11,0,0,22,9,4,13,5,0,6,0,11,9,19,15,0,11,8,88,3,0,9,12,6,0,1,2,0,6,0,1,1,0,0,4,5,1,4,5,0,4,3,0,1,0,17,2,0,7,14,35,8,17,2,14,12,1,4,0,13,13,4,18,0,16,6,7,21,5,5,1,0,0,9,60,3,0,2,36,2,9,0,10,0,11,581,6,13,0,0,0,0,0,2,8,0,15,43,13,0,12,5,6,9292,1,54,119
cell413,38,385,0,38,2,1,56,25,18,91,25,139,3,6,123,1,133,25,0,52,18,261,0,0,27,9,9,0,0,0,5,18,15,0,0,3,6,63,11,1,2,21,6,84,0,6,5,0,45,17,6,27,15,45,43,29,7,21,51,0,1,1,33,17,15,67,3,18,0,4,157,40,23,1,0,1,20,7,21,0,18,113,3,13,7,22,1,34,584,24,28,5,3,2,3,0,12,8,3,15,166,15,0,38,3,2,6165,28,10,28
cell414,23,265,0,17,48,0,97,66,42,68,25,131,3,1,155,8,217,1,0,74,27,343,1,2,25,22,18,0,2,0,6,26,10,7,0,2,12,106,20,4,9,46,1,75,0,2,2,0,40,12,4,36,26,21,48,31,29,17,63,1,3,1,28,16,9,128,7,11,0,12,187,41,18,2,0,3,19,15,6,0,22,180,3,12,38,83,0,51,366,19,24,6,0,0,0,0,7,60,5,25,222,31,9,26,4,3,8069,34,20,87
cell415,90,136,0,55,49,0,65,89,11,57,41,286,5,6,187,24,182,18,24,73,31,402,5,8,37,11,26,0,1,0,5,50,3,0,9,7,14,79,5,3,6,34,8,112,0,5,7,2,56,20,9,38,20,157,44,42,19,22,82,0,6,14,48,19,26,134,3,18,0,8,206,58,23,0,2,4,15,55,67,0,7,189,2,23,25,109,4,81,627,13,34,6,0,69,2,0,17,74,7,45,184,28,0,22,4,2,3854,28,16,74
cell416,13,43,0,17,0,0,40,26,23,25,11,41,0,2,27,4,25,4,0,18,9,101,0,0,10,9,12,0,0,0,3,10,0,1,3,1,6,25,7,0,0,4,2,7,0,0,2,1,5,5,5,2,23,20,18,10,5,5,12,0,0,2,9,11,13,33,0,10,1,6,40,13,12,0,0,5,11,89,8,0,6,30,0,10,13,47,1,17,498,7,0,3,0,0,0,0,3,15,0,30,39,30,0,7,10,7,2497,5,41,211
cell417,25,81,0,28,88,1,103,70,53,97,38,25,1,4,163,1,170,37,4,89,39,168,0,6,40,14,57,0,0,0,19,25,21,1,1,6,19,32,6,2,9,49,6,95,1,8,8,0,50,21,10,44,26,176,49,34,23,16,63,2,1,3,32,21,33,109,21,14,0,10,189,27,29,0,5,3,26,15,29,0,23,229,2,13,45,88,7,73,527,23,41,10,8,12,3,0,0,66,6,66,191,22,0,34,0,2,1159,20,15,108
cell418,82,73,0,22,20,1,58,75,25,92,25,206,2,9,180,14,218,45,0,96,37,374,0,8,75,28,13,0,0,0,4,26,14,5,0,0,23,92,8,1,8,29,2,94,0,11,7,0,61,34,8,43,34,112,70,0,11,19,89,0,0,13,42,19,40,122,10,18,0,5,253,32,22,4,6,4,25,13,69,0,16,120,1,19,23,71,2,65,500,18,22,6,4,7,4,0,15,48,3,47,177,23,2,25,5,1,1694,13,24,18
cell419,30,326,0,24,57,5,131,54,13,76,40,125,2,9,134,20,124,37,0,113,40,169,0,2,52,16,32,0,1,2,1,66,8,0,0,4,13,60,7,1,4,28,0,72,2,15,2,0,46,19,8,33,20,110,34,25,17,20,73,0,3,16,25,18,41,83,14,13,0,5,182,55,7,1,1,7,17,54,79,3,21,37,5,18,15,42,0,76,587,14,22,0,2,68,0,0,0,46,11,29,194,16,0,34,2,2,2229,19,12,36
cell420,70,409,0,9,18,0,132,54,17,84,22,232,2,10,188,19,209,29,127,103,24,339,0,1,34,15,17,0,0,1,1,38,0,0,1,8,1,106,4,4,10,39,3,64,0,9,12,0,54,9,4,47,24,72,67,41,18,15,69,1,3,4,43,24,33,125,5,22,0,8,211,45,23,1,7,1,8,62,57,0,16,147,0,17,25,24,1,70,584,15,17,3,4,16,0,0,9,56,0,43,177,23,2,26,5,0,2978,11,14,43
cell421,31,112,0,38,23,0,48,38,18,60,45,181,12,3,140,15,221,9,3,67,33,276,1,4,30,12,36,0,3,0,0,33,13,7,0,7,8,97,6,3,5,28,0,72,0,4,18,0,19,30,10,43,28,121,73,32,8,13,66,0,0,13,35,17,29,126,7,28,0,8,199,51,13,3,1,11,17,99,55,1,20,140,7,15,26,74,4,43,452,13,19,2,1,2,8,0,22,42,2,29,199,25,0,33,2,0,535,23,12,45
cell422,40,168,0,45,19,4,48,51,11,36,45,91,8,2,138,4,170,12,8,60,24,295,2,11,37,9,12,0,1,1,8,39,14,3,0,4,7,130,4,3,21,48,2,76,0,13,3,1,57,13,6,31,21,82,51,37,2,13,58,0,3,8,24,19,15,97,7,22,3,3,164,58,12,0,8,4,12,23,86,1,10,84,2,13,12,74,2,58,408,17,21,6,0,318,2,0,7,54,7,30,199,27,0,47,5,4,1606,31,10,24
cell423,25,95,1,7,0,2,20,14,6,13,13,7,2,1,34,10,29,2,8,14,11,86,2,0,11,7,12,0,2,0,2,12,0,4,0,0,1,5,5,0,1,5,3,9,1,0,0,1,10,5,3,5,25,35,17,12,2,13,29,0,0,1,13,4,7,27,3,7,6,10,35,11,10,0,3,1,12,92,9,0,3,50,2,3,3,49,0,20,715,2,8,3,0,2,1,0,1,20,1,14,42,14,0,11,11,5,2496,1,46,113
cell424,8,43,0,40,0,15,18,9,11,8,13,22,0,5,25,2,27,4,0,10,0,72,1,0,8,13,8,0,0,2,0,3,0,1,2,1,1,1,2,1,11,4,1,10,0,0,1,0,18,4,4,6,15,65,10,7,2,8,18,2,2,1,20,4,12,19,2,7,2,8,18,11,10,1,3,2,8,12,8,6,8,22,6,5,3,27,0,13,393,9,10,4,0,1,5,0,6,9,1,14,53,15,1,11,13,9,8232,1,78,156
cell425,6,78,0,6,0,4,10,8,7,17,10,25,1,8,29,2,31,10,0,9,7,75,0,0,11,1,9,0,2,1,0,9,1,0,0,0,4,8,2,1,5,11,1,9,5,0,2,0,12,2,4,4,9,16,10,17,2,10,22,2,2,0,13,9,4,10,4,18,1,6,23,12,11,2,0,3,10,91,9,1,5,40,4,3,6,21,4,12,560,2,7,8,1,0,8,0,1,12,1,10,44,23,0,21,19,3,6831,8,39,118
cell426,56,134,0,22,42,4,23,29,17,37,35,241,2,10,196,7,149,29,0,66,22,414,2,3,35,15,21,2,0,0,3,31,3,15,0,10,23,185,10,1,5,41,0,107,1,23,8,3,57,13,11,24,25,50,33,32,6,16,83,2,2,5,30,13,22,134,18,23,0,10,209,38,15,0,0,0,13,23,128,0,21,115,3,17,44,37,2,38,492,17,40,4,1,85,2,0,2,79,3,32,164,23,5,26,0,0,26,44,16,80
cell427,60,145,1,37,47,12,52,31,16,116,55,154,2,9,225,19,50,15,0,56,25,420,0,10,20,17,26,0,4,1,1,22,7,6,1,3,3,124,9,2,15,54,1,125,0,20,13,1,48,6,11,61,21,49,59,60,1,14,81,3,4,6,52,8,15,142,18,17,0,7,230,64,27,5,4,2,20,54,180,0,15,51,3,12,45,68,10,56,571,21,20,7,0,7,5,0,5,60,3,22,210,24,0,27,2,4,4,18,26,5
cell428,31,137,0,28,55,2,37,61,21,77,38,98,7,2,172,13,180,10,1,51,13,305,0,6,20,8,3,0,3,0,5,36,7,6,6,4,10,52,9,1,15,42,0,80,2,9,5,1,58,23,12,42,19,49,27,47,11,20,57,0,1,3,39,10,12,119,5,15,1,12,216,81,12,0,1,2,23,52,68,1,13,108,5,12,31,75,7,35,451,20,19,9,4,5,3,0,9,40,6,37,181,23,0,15,2,0,0,18,29,75
cell429,50,123,0,23,64,5,37,44,30,78,48,176,2,1,189,7,179,41,0,53,27,408,0,7,19,16,11,0,1,0,8,26,5,5,1,3,8,94,16,1,13,44,4,105,0,14,0,0,43,9,6,37,25,57,53,35,2,17,85,0,9,11,42,12,21,143,9,14,0,9,265,50,14,0,8,0,13,112,89,0,21,274,3,17,22,41,3,44,470,15,20,3,2,0,2,0,15,69,5,54,200,35,0,27,2,2,1919,14,6,198
cell430,71,101,0,44,9,0,67,69,10,29,49,43,1,4,150,22,192,37,2,59,18,310,6,1,23,9,6,0,0,0,5,38,6,10,1,1,4,120,16,4,17,45,2,116,1,7,2,0,48,13,4,43,12,117,42,29,6,17,81,0,2,8,31,17,22,125,11,14,0,9,173,43,15,1,0,1,14,28,26,0,10,121,1,6,13,83,0,43,440,24,20,16,1,0,6,0,7,42,7,16,165,27,0,19,4,2,32,23,11,83
cell431,46,272,0,23,41,0,95,97,74,119,48,146,6,3,215,21,196,25,0,51,14,321,0,3,27,5,14,0,0,0,1,25,3,4,0,4,6,113,9,4,3,24,4,128,1,3,4,0,44,13,9,40,24,105,72,26,7,19,84,0,6,3,28,23,18,159,11,19,0,13,269,53,25,1,2,2,21,92,69,0,21,203,2,23,32,110,8,35,574,22,37,2,2,49,6,0,21,17,2,26,160,24,0,16,6,3,25,17,14,83
cell432,4,85,0,13,0,0,10,15,4,7,11,2,2,9,30,6,55,5,8,11,10,85,1,12,12,7,8,0,0,2,2,6,0,1,0,2,1,23,5,0,2,3,2,6,6,1,2,1,19,16,2,8,7,32,13,22,4,13,21,0,2,1,11,7,9,34,3,11,1,6,42,8,7,1,1,3,12,19,4,3,4,68,4,6,4,9,0,11,516,7,15,1,1,1,4,0,0,22,4,14,36,16,0,11,16,2,9206,4,38,126
cell433,21,132,1,44,28,0,47,22,24,70,68,126,9,1,204,30,176,26,1,46,19,327,1,6,23,12,15,0,0,0,2,23,0,4,0,0,2,129,11,0,7,41,1,123,0,16,2,0,68,13,6,33,19,92,46,34,11,15,69,2,1,11,43,11,20,150,7,17,0,7,238,48,16,3,2,3,21,14,86,0,16,141,6,14,61,74,2,32,464,17,27,9,1,75,3,0,2,17,1,58,175,25,0,26,2,3,4109,11,27,111
cell434,9,37,0,41,0,0,9,11,5,15,6,7,3,3,11,9,5,14,0,10,9,85,1,6,7,14,6,0,1,0,2,10,0,5,0,0,2,9,2,0,0,6,1,10,0,0,0,4,6,1,6,2,18,4,16,12,1,17,12,0,2,1,16,7,8,24,0,2,1,9,36,13,10,1,1,3,5,67,15,0,0,38,4,6,3,23,1,12,414,3,8,3,0,0,5,0,1,10,1,7,35,25,0,9,24,2,1,5,102,216
cell435,19,43,0,49,0,4,82,113,15,9,17,106,8,3,61,13,91,27,1,13,7,230,0,6,13,10,5,0,0,0,0,11,0,1,0,0,7,25,7,1,2,6,1,26,9,2,4,1,16,14,0,12,21,54,20,25,2,11,47,1,0,2,18,6,12,60,1,16,5,5,73,25,14,2,1,1,6,19,4,5,3,83,4,7,14,34,7,15,632,2,10,1,4,1,4,0,1,36,8,32,24,31,0,18,12,10,603,1,41,184
cell436,28,31,0,42,0,1,27,18,19,13,10,20,8,2,77,8,50,19,1,12,4,219,1,6,5,4,10,0,1,1,0,7,2,2,0,0,5,14,6,2,1,7,1,32,1,0,0,0,29,9,3,7,15,39,16,12,3,6,18,0,1,4,20,4,8,48,3,0,2,5,64,39,6,0,1,1,9,29,24,0,3,60,0,3,10,13,0,11,588,2,14,9,1,0,0,0,2,31,1,16,24,20,0,13,16,10,39,2,40,289
cell437,5,134,0,20,0,2,7,15,12,38,6,4,2,7,38,5,39,7,0,15,5,59,0,0,7,10,10,0,0,0,1,10,0,0,0,3,3,12,7,1,0,10,1,13,1,2,2,3,13,3,2,7,8,35,12,7,4,12,25,1,4,0,13,10,12,22,1,14,1,5,36,18,11,2,0,2,11,47,4,0,4,42,4,13,3,74,3,12,551,7,10,1,0,2,1,0,5,18,1,9,38,26,0,10,15,7,0,2,52,68
cell438,39,133,0,8,25,0,73,46,22,93,44,80,5,4,320,25,355,75,0,55,29,349,0,9,32,5,11,0,0,3,10,25,12,4,0,3,12,110,14,2,29,70,1,100,1,14,12,0,56,45,10,67,39,39,35,21,11,16,113,0,4,21,53,14,20,188,33,10,0,5,354,130,24,1,5,1,15,11,158,0,30,145,2,12,34,37,6,42,258,19,22,10,7,0,4,0,10,134,13,33,155,29,1,30,5,3,1283,24,10,74
cell439,27,86,0,26,17,1,68,32,10,33,40,1,6,7,201,9,203,65,13,44,16,314,0,14,32,7,14,0,0,0,8,24,0,2,12,4,10,144,5,1,15,54,4,137,0,7,6,0,46,15,9,47,33,38,57,49,5,12,104,2,1,22,50,19,33,188,5,14,0,24,228,70,17,0,2,0,10,23,39,1,39,144,0,28,15,73,2,44,474,17,14,4,5,61,5,0,14,102,0,44,174,20,4,23,2,4,304,19,9,25
cell440,9,58,0,21,6,0,39,17,18,6,11,37,1,5,82,8,120,12,3,18,5,123,2,4,8,18,13,0,0,0,1,7,0,1,0,0,1,40,4,0,5,22,1,32,0,1,3,4,21,8,5,9,12,45,41,18,6,12,39,1,1,3,18,13,11,66,11,1,1,9,93,26,4,1,0,5,9,39,23,0,5,41,1,5,9,43,0,14,312,5,6,4,1,37,1,0,5,30,1,18,48,26,0,11,13,6,2300,0,45,160
cell441,79,605,0,20,63,5,103,70,59,112,49,59,8,10,194,12,235,60,79,51,20,385,0,12,22,13,3,0,3,0,2,18,2,10,3,7,4,72,19,0,9,61,2,101,0,5,6,0,71,7,5,53,25,78,50,45,8,17,97,0,1,7,55,8,12,150,17,2,0,6,258,76,13,1,4,1,14,26,142,0,18,168,1,15,19,37,5,37,574,15,20,0,0,19,1,0,4,70,1,28,157,22,1,25,3,1,3373,30,18,70
cell442,37,31,0,23,21,1,89,49,16,102,51,46,8,1,247,10,228,44,2,50,13,387,0,5,27,10,5,0,2,0,7,26,4,14,0,7,16,85,27,5,3,43,2,99,0,4,7,0,61,32,12,56,31,26,71,73,21,22,92,2,4,4,36,19,15,206,17,12,0,7,324,66,5,2,1,0,14,20,196,0,14,89,1,13,36,64,4,20,469,18,33,3,9,0,1,0,8,103,1,24,157,24,0,21,2,5,2601,8,11,103
cell443,68,237,0,36,17,4,32,123,48,112,62,19,3,7,213,30,277,38,0,45,13,350,2,12,25,12,21,0,2,0,3,27,7,2,0,0,22,63,10,1,5,58,0,90,0,8,6,0,56,6,7,38,42,62,60,30,5,14,95,0,3,7,58,5,15,171,4,13,0,6,280,36,20,3,1,4,20,51,5,0,13,158,5,6,23,74,7,48,487,21,43,3,3,299,5,0,4,59,0,8,139,25,3,18,2,1,0,19,8,135
cell444,25,151,1,51,0,1,34,43,16,54,41,149,14,4,228,13,266,25,0,54,15,267,2,5,20,16,6,0,0,1,5,29,6,5,40,11,14,99,12,4,5,65,0,105,2,4,3,0,59,7,9,45,22,93,36,53,13,11,60,0,7,5,56,18,29,163,14,13,0,14,222,41,17,4,4,2,19,34,49,0,26,45,5,8,43,41,1,32,537,27,31,4,3,43,5,0,4,28,4,22,178,30,3,26,2,5,1618,17,9,24
cell445,66,122,0,38,15,0,51,46,98,46,68,0,11,4,286,16,353,49,2,56,17,364,4,7,43,7,25,0,0,0,0,36,0,7,0,1,15,136,14,3,16,68,0,76,2,0,5,1,74,82,7,53,43,33,15,34,6,10,74,1,2,4,66,15,21,210,11,11,0,9,390,25,7,0,11,3,29,20,39,1,13,68,3,20,41,62,3,23,577,28,29,5,4,0,1,0,15,77,1,19,169,33,0,36,5,3,328,22,20,80
cell446,52,84,0,18,1,2,52,11,16,11,16,19,1,5,101,12,92,14,0,8,3,175,1,1,10,7,14,0,0,1,3,2,0,3,0,2,2,52,0,0,5,13,1,43,3,0,3,0,20,9,2,15,0,27,34,14,4,18,48,0,4,7,24,9,10,83,3,8,3,7,88,23,16,3,3,6,3,70,5,0,5,81,2,9,19,47,0,6,624,5,8,8,1,7,1,0,1,6,1,16,47,21,1,18,15,7,7231,2,26,281
cell447,23,117,0,28,0,1,31,18,15,26,45,5,0,1,92,7,110,2,1,6,5,121,0,1,7,8,1,0,0,0,1,13,0,2,0,0,5,16,4,1,3,11,5,63,5,1,1,1,16,21,2,3,24,43,1,23,10,12,27,1,1,1,17,10,11,74,1,2,2,10,83,38,18,0,0,2,10,34,20,2,5,59,7,18,12,18,2,14,587,2,9,2,1,35,4,0,4,23,1,14,53,25,1,25,17,6,15,4,41,124
cell448,34,79,0,43,58,12,49,38,31,108,43,2,6,6,167,10,238,29,5,61,24,251,0,5,41,7,18,0,1,0,1,25,2,11,14,0,7,50,12,1,7,56,7,57,0,7,5,0,53,17,13,52,23,46,58,16,14,21,89,0,0,1,33,19,23,129,13,18,0,13,244,46,26,2,0,1,19,42,66,0,9,139,4,19,25,58,2,33,596,22,30,6,1,47,10,0,2,36,4,31,148,17,0,13,7,1,0,12,12,23
cell449,59,153,1,41,0,4,81,88,137,46,49,12,5,6,150,16,194,48,0,90,45,222,0,3,41,18,38,0,0,0,3,40,5,9,32,8,27,93,7,5,16,61,2,44,0,20,2,0,78,20,2,34,27,68,24,37,18,14,81,2,0,3,28,22,37,142,7,21,0,8,185,28,5,1,1,2,21,21,52,0,10,68,3,13,42,47,9,32,656,14,22,3,1,6,9,0,13,87,9,41,151,24,0,33,5,2,0,15,4,142
cell450,38,100,0,16,19,0,68,61,45,55,38,111,0,4,182,10,214,19,11,55,15,264,0,12,7,5,6,0,0,0,3,25,3,5,12,11,16,124,9,2,16,35,0,58,0,0,1,0,28,17,7,40,21,58,31,57,11,13,87,0,4,3,42,14,17,146,11,8,0,11,133,62,22,1,0,1,15,25,149,1,14,25,6,15,23,51,2,38,567,18,15,5,1,0,1,0,15,103,2,31,145,21,0,18,0,5,2564,3,7,61
cell451,56,307,0,5,17,0,59,29,54,44,38,21,2,10,170,12,200,39,0,75,38,383,1,10,37,7,32,0,1,0,8,36,7,8,4,10,6,46,7,1,5,39,2,28,0,8,7,1,55,32,11,33,39,134,51,50,9,23,65,1,8,20,33,13,11,136,17,17,0,13,199,52,13,0,1,1,7,50,14,1,22,80,13,17,52,116,4,61,429,16,34,6,4,0,1,0,2,93,10,22,165,23,0,24,3,1,6660,7,5,47
cell452,44,134,0,32,12,5,50,43,21,88,34,5,3,2,133,2,78,5,0,73,24,204,0,1,45,12,16,0,0,1,0,34,5,11,18,13,10,21,6,0,12,37,0,43,1,2,0,0,45,10,7,34,24,80,35,13,10,10,66,0,7,17,15,14,13,100,5,16,0,10,153,27,17,0,7,5,14,8,100,0,13,68,4,14,17,51,0,52,543,9,24,5,1,56,3,0,2,77,4,24,132,14,0,10,2,4,866,26,10,63
cell453,19,403,0,52,0,7,42,18,21,18,9,0,3,7,71,7,80,28,0,13,5,180,1,2,10,4,2,0,10,0,3,12,0,0,2,2,11,38,14,0,0,13,5,23,0,0,0,1,14,5,6,27,5,121,22,19,5,21,56,0,0,8,12,8,5,57,2,6,1,8,108,30,7,1,1,1,10,151,26,3,2,108,2,12,30,37,1,11,651,2,10,2,1,24,5,0,6,12,2,19,45,30,0,3,15,3,1325,4,51,220
cell454,78,546,0,4,30,17,60,119,28,64,22,4,1,9,120,4,165,10,5,78,41,257,0,5,64,17,6,0,2,0,2,42,10,18,0,13,13,33,7,5,5,40,1,65,0,0,5,0,24,9,6,18,20,61,18,44,10,21,56,1,10,14,35,13,8,105,5,17,1,4,147,23,25,2,5,7,12,38,37,0,12,45,7,16,42,54,5,109,320,10,23,16,0,3,0,0,9,56,4,34,159,16,3,15,4,2,6319,6,15,29
cell455,36,70,0,15,40,0,71,34,14,95,47,15,2,1,126,9,148,6,5,77,39,251,0,1,41,5,22,1,4,0,3,37,1,21,9,7,9,27,7,4,8,39,2,62,4,17,3,4,42,16,9,28,27,72,34,21,8,15,43,0,1,15,34,19,26,129,22,14,0,4,171,71,11,0,6,2,12,35,58,2,14,153,14,10,19,69,4,70,490,19,21,6,1,0,5,0,22,83,5,49,164,20,0,43,3,0,42,41,12,77
cell456,5,403,0,62,47,4,147,136,93,75,35,116,1,17,159,13,211,13,47,163,61,251,2,0,96,9,27,0,2,0,0,80,0,15,0,16,36,107,12,3,6,30,1,56,11,10,3,0,33,11,8,46,17,163,40,41,23,21,75,0,3,5,43,26,43,121,2,29,0,6,172,32,18,2,11,8,16,70,3,0,13,80,7,12,44,57,5,82,500,11,24,0,4,26,3,0,1,59,3,19,123,21,0,21,4,2,2912,16,13,145
cell457,25,75,0,13,28,2,41,79,16,47,33,18,4,2,105,6,153,25,0,98,40,252,1,3,54,3,20,0,0,1,15,64,1,17,16,10,11,59,7,2,8,42,2,55,2,5,3,0,67,0,5,19,14,51,29,19,6,12,45,1,4,5,32,13,38,77,3,23,0,9,156,21,25,1,3,1,11,40,15,1,15,176,7,14,19,31,0,58,480,10,41,8,2,0,0,0,2,32,2,17,153,18,0,17,2,7,6911,13,10,52
cell458,16,154,0,32,0,0,38,28,15,30,15,0,3,10,80,10,5,17,0,15,3,178,1,5,11,4,3,0,2,0,2,20,1,4,7,0,3,58,9,0,9,19,1,43,9,4,0,0,26,13,4,10,12,110,16,11,8,11,44,0,3,1,22,9,15,71,3,13,4,5,86,35,10,5,0,1,13,43,58,0,9,107,3,10,11,103,0,13,787,12,10,11,2,6,1,0,1,38,0,15,35,24,0,8,16,4,851,6,28,195
cell459,31,90,0,27,56,1,82,75,103,70,36,6,3,10,121,20,33,31,0,110,42,300,1,2,26,27,29,0,0,0,1,55,8,31,0,7,24,29,9,4,14,37,0,79,0,25,1,0,64,6,15,30,28,37,36,33,12,15,70,0,8,3,37,20,31,94,7,9,0,4,182,16,27,0,11,5,12,33,48,0,10,88,1,17,35,65,0,59,500,9,23,0,0,12,1,0,5,68,2,35,124,33,0,19,3,1,47,19,10,17
cell460,17,82,0,18,4,2,6,13,10,6,16,41,2,7,81,2,84,32,0,6,2,129,0,3,5,1,9,0,1,0,7,9,0,4,0,0,5,54,10,0,2,17,3,14,7,1,0,0,23,3,2,4,21,38,28,7,2,7,31,1,1,7,18,9,13,58,3,8,6,8,78,26,6,2,0,4,8,34,7,0,2,54,6,6,5,7,0,14,542,3,9,1,0,12,0,0,0,25,1,16,41,25,1,12,19,5,381,0,74,263
cell461,7,164,1,26,0,5,16,17,14,9,9,0,3,7,70,14,69,9,0,11,5,113,0,2,8,13,4,0,0,5,3,13,0,0,4,0,6,30,5,0,2,12,2,35,3,0,2,1,19,9,8,4,19,23,21,23,0,10,35,0,0,4,20,1,8,65,1,4,1,7,81,11,15,1,2,0,8,67,10,0,5,6,10,7,5,74,3,9,703,6,9,7,1,0,3,0,4,28,3,24,40,27,2,12,20,2,7935,0,48,247
