,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell374,3,137,59,0,319,2,42,18,7,16,0,30,9,24,17,17,1,10,0,21,40,38,0,6,59,10,2,4,13,29,17,7,60,38,0,14,56,8,9,15,4,8,15,4,42,4,11,12,0,7,4,2,4,251,3,10,18,0,17,0,8,0,0,9,22,4,18,24,11,15,4,12,0,23,33,21,11,1,2,5,7,93,5,5,10,23,18,276,10,4,0,0,7,310,11,0,10,1,22,1,82,443,1,0,14,60,56,5,21,80
cell375,9,40,62,1,82,45,18,13,5,8,5,12,1,13,12,12,3,13,1,30,43,24,1,4,59,34,44,1,19,24,45,13,271,67,0,0,18,10,5,22,1,4,19,1,67,4,23,18,5,18,21,0,2,108,0,9,65,0,13,5,47,0,0,25,66,7,20,34,12,6,9,10,0,13,90,27,7,2,5,9,3,44,3,8,12,9,6,148,11,4,0,0,4,147,6,3,14,1,0,12,40,209,3,0,20,13,3,3,28,36
cell376,17,135,74,4,116,13,74,9,23,15,2,36,4,0,5,11,1,15,3,253,61,46,0,5,127,23,10,1,12,42,50,5,162,41,3,1,8,19,8,19,6,2,21,2,55,0,12,10,1,13,14,0,1,28,2,12,50,0,14,11,52,0,0,17,50,8,20,24,8,11,11,10,0,10,75,12,8,2,8,12,2,62,2,8,10,40,9,17,10,8,0,0,6,260,13,0,11,1,6,23,37,261,8,0,13,24,15,1,48,14
cell377,44,42,56,0,202,0,31,18,8,13,8,41,5,2,8,13,1,22,0,86,55,41,0,9,178,16,30,3,13,37,103,13,251,20,3,21,27,10,16,29,1,8,10,2,64,5,45,12,10,13,8,0,1,88,2,16,18,0,20,18,31,0,0,25,51,4,15,27,7,17,11,7,0,10,55,45,14,15,10,5,4,49,8,10,12,32,14,76,3,0,0,4,12,238,12,1,2,1,5,13,38,327,3,0,16,22,55,3,34,71
cell378,17,107,41,0,163,0,67,91,24,9,9,89,5,95,1,24,0,14,0,20,54,38,1,8,141,40,10,7,11,23,66,4,180,43,5,32,15,8,10,21,2,10,21,0,145,1,4,9,0,8,11,0,5,419,5,8,57,0,12,45,29,0,0,25,51,7,16,41,4,7,7,7,0,26,59,56,7,4,4,14,9,74,2,25,10,48,7,169,11,8,0,0,5,186,17,1,14,1,3,2,44,235,5,0,24,40,151,2,52,9
cell379,2,24,73,0,4,0,5,5,0,61,25,115,16,7,132,50,46,107,1,13,7,55,1,9,16,2,2,5,33,7,5,0,14,15,9,63,21,495,3,23,3,4,5,51,85,7,1,32,22,204,16,0,8,133,12,44,75,0,84,4,11,0,0,52,54,111,121,44,4,8,121,73,37,20,9,14,70,29,159,33,61,37,6,45,125,32,62,267,6,2,0,0,24,429,38,5,26,8,2,1,8,39,47,0,48,108,1,1,20,4717
cell380,0,114,48,1,433,127,52,21,11,14,0,79,5,7,10,19,4,5,1,13,23,58,0,9,21,10,24,3,13,3,8,2,70,21,1,2,48,20,4,17,2,11,7,4,121,3,11,13,0,20,6,2,2,467,2,15,24,0,28,19,10,0,0,8,23,3,20,57,9,8,10,13,0,33,27,59,16,66,1,10,0,72,5,10,11,70,6,357,2,1,0,2,8,268,9,0,0,2,3,14,52,438,5,0,17,67,69,1,75,106
cell381,35,52,53,3,345,23,56,32,10,8,4,27,4,16,14,13,1,17,1,112,37,32,3,3,17,35,45,3,23,26,81,5,143,45,0,0,12,4,6,31,4,6,6,1,92,0,6,23,0,15,6,0,9,243,1,20,43,2,13,7,32,0,0,21,42,4,16,41,3,7,21,9,1,17,46,57,12,21,2,12,2,52,1,5,9,43,7,607,0,4,0,1,4,180,17,3,8,1,4,14,32,151,4,0,14,25,26,3,60,15
cell382,0,48,59,0,418,75,66,73,12,8,1,82,3,4,12,12,0,8,0,71,32,29,0,2,165,8,16,5,14,41,108,17,193,34,1,219,38,13,11,19,2,5,11,0,100,1,19,14,0,21,16,0,3,353,2,6,41,0,21,3,42,0,0,10,47,2,20,52,1,10,9,13,0,15,71,55,11,31,8,18,0,62,4,5,19,33,14,168,35,5,0,1,7,199,16,1,6,6,8,15,46,231,7,0,21,44,295,2,17,25
cell383,14,21,92,4,91,2,13,14,3,94,9,133,27,34,217,54,35,84,0,7,11,64,0,15,10,8,7,3,53,14,14,3,12,6,5,44,36,336,31,5,8,8,9,9,78,10,1,45,16,220,7,1,16,155,16,62,84,1,118,16,8,0,0,57,51,128,146,44,2,10,106,93,0,15,7,59,18,34,118,93,0,50,2,49,44,131,41,360,6,28,0,0,24,479,36,18,48,12,6,0,13,42,22,0,11,47,5,4,18,2320
cell384,1,25,92,1,16,6,19,8,0,59,21,117,29,14,162,39,115,114,0,16,7,36,1,13,18,10,3,2,32,42,17,1,22,11,29,3,34,308,15,18,2,8,15,0,92,6,1,63,68,224,2,2,3,165,22,51,129,0,89,13,7,25,6,104,130,65,126,39,2,6,92,84,0,12,6,42,82,3,93,29,58,31,3,62,102,66,99,564,44,14,0,0,29,387,53,4,26,15,0,1,14,44,22,0,28,16,9,6,12,738
cell385,21,23,83,0,52,2,21,8,0,34,3,107,30,15,154,39,45,69,1,10,11,25,2,13,15,14,5,1,38,25,25,0,23,7,0,337,32,189,15,20,6,33,11,2,62,6,0,47,7,194,7,0,12,253,19,38,108,0,80,1,7,0,0,63,74,55,126,38,9,7,108,56,0,17,22,52,54,26,116,26,57,52,1,54,109,86,129,128,44,34,0,0,29,293,37,2,26,23,8,4,11,36,12,0,27,197,5,5,18,2332
cell386,56,136,47,0,198,37,25,51,13,13,5,53,4,15,10,17,2,9,0,80,24,18,1,11,42,9,28,1,12,15,39,8,62,47,8,88,2,5,13,24,1,8,15,2,48,6,3,16,0,21,11,0,4,195,1,20,30,0,15,9,17,0,0,17,46,8,20,34,7,10,13,15,0,28,31,30,21,59,4,3,2,56,0,16,10,42,16,434,4,2,2,1,8,267,10,1,8,6,0,30,33,344,0,0,8,110,46,0,39,88
cell387,30,44,61,0,148,1,50,4,20,11,2,46,4,0,11,12,2,19,0,77,51,22,1,12,200,14,30,2,20,13,99,10,192,53,0,0,7,10,3,31,1,5,14,0,96,0,22,12,1,9,13,0,2,66,8,11,13,0,16,25,37,0,0,17,70,6,18,33,5,8,5,14,0,11,44,23,14,7,9,14,10,82,4,11,19,19,20,205,2,1,0,0,4,268,17,2,2,1,2,27,40,256,8,0,9,13,166,2,13,32
cell388,2,29,75,0,10,1,27,14,13,75,23,115,19,65,192,43,110,102,1,19,10,42,0,19,10,4,2,4,37,17,29,2,41,12,9,0,19,194,25,37,17,27,12,10,76,5,4,71,2,224,11,0,22,190,18,45,197,0,95,3,12,0,0,97,131,61,118,19,1,7,112,85,0,34,25,42,145,66,254,34,21,45,4,47,56,189,198,179,15,36,0,0,15,459,35,15,75,19,1,6,14,8,31,0,18,11,4,0,28,913
cell389,44,44,46,3,121,0,20,13,2,17,5,28,3,38,0,10,3,9,0,232,67,31,1,11,40,32,10,1,12,9,131,9,293,91,1,4,12,11,10,19,1,7,19,1,44,0,65,33,0,19,5,0,9,73,2,7,64,0,12,16,31,0,0,31,63,5,11,47,7,14,10,9,1,17,95,17,25,49,1,7,11,57,0,33,13,27,23,111,9,0,0,0,7,107,19,1,6,3,6,9,45,161,4,0,23,42,102,4,19,26
cell390,9,16,89,0,0,2,43,10,2,37,11,103,22,83,68,47,40,72,3,33,13,24,1,7,50,9,3,6,40,27,25,3,52,22,11,0,61,232,7,24,1,6,8,3,52,8,1,42,6,175,14,0,2,178,9,48,80,0,85,3,9,0,0,60,58,88,128,39,5,10,149,93,5,14,35,31,92,69,122,55,49,51,5,29,71,39,111,378,48,15,0,3,12,333,22,5,30,16,0,5,12,49,15,0,29,65,0,6,18,1480
cell391,16,51,63,0,88,0,55,34,4,14,4,48,8,47,13,18,3,18,3,152,36,37,0,6,119,9,6,8,17,34,36,8,171,37,6,282,9,9,12,20,1,2,10,1,78,3,5,18,3,12,3,0,1,91,5,13,16,0,21,23,28,0,0,22,48,3,19,35,12,9,7,13,0,26,46,27,6,23,4,10,3,74,3,13,14,38,6,180,11,2,0,3,5,194,7,1,11,5,4,21,28,162,1,0,25,33,68,0,16,25
cell392,0,47,53,0,265,0,27,24,12,16,4,69,2,44,16,12,2,12,1,38,46,43,0,5,45,12,5,4,22,14,45,11,157,24,0,0,41,18,8,22,3,10,5,0,85,4,5,40,0,14,10,0,2,268,1,14,29,0,19,13,45,0,0,41,86,6,18,40,4,8,9,14,0,8,80,82,31,15,6,10,2,55,4,42,13,61,13,317,0,5,0,1,4,255,7,1,6,4,11,20,40,204,6,0,11,30,305,3,26,18
cell393,58,130,63,0,289,34,83,11,22,8,0,44,5,51,6,19,1,14,2,14,32,27,0,5,91,29,35,1,16,23,16,10,134,39,2,71,25,14,6,25,3,9,18,5,116,0,2,27,0,12,10,0,7,407,0,8,19,0,17,26,24,0,0,27,63,7,20,39,5,20,11,12,0,13,51,48,9,2,3,10,0,48,7,15,17,64,8,443,25,5,0,0,7,143,17,8,6,8,3,14,38,247,5,0,24,21,22,3,13,18
cell394,7,70,61,0,181,28,35,3,7,14,2,27,0,33,8,21,1,18,2,13,25,36,1,2,4,17,22,5,24,36,7,1,83,18,0,0,6,4,5,20,2,2,24,5,64,5,3,14,4,9,15,0,4,140,4,10,26,0,11,12,19,0,0,16,54,11,11,34,13,9,13,6,0,11,56,24,21,26,4,5,2,62,1,26,18,30,16,158,15,2,0,2,5,131,19,2,3,3,3,18,67,211,9,14,5,33,7,9,92,86
cell395,9,35,40,1,136,15,17,11,12,15,1,11,8,72,6,17,2,18,0,14,48,36,0,13,3,19,11,6,14,29,26,4,148,23,0,202,8,5,8,12,3,6,13,0,73,1,4,22,0,18,9,0,5,88,6,6,64,0,0,16,25,0,0,37,56,4,16,39,5,6,13,17,0,14,29,18,6,35,6,6,6,44,1,4,16,30,8,289,3,1,0,1,9,117,13,5,11,4,10,7,37,188,2,6,7,32,30,3,25,35
cell396,0,485,71,10,119,5,55,4,22,6,2,21,7,57,22,21,1,17,0,46,31,35,3,9,65,25,1,8,15,34,36,8,126,42,0,0,10,6,5,26,1,5,23,0,52,4,4,13,0,21,16,0,15,198,3,19,16,0,7,17,36,0,0,22,30,7,15,47,2,16,12,13,0,17,41,50,13,33,11,16,6,50,2,17,10,15,10,326,4,0,0,0,5,112,8,4,11,0,1,18,19,261,2,0,4,97,42,1,41,59
cell397,3,9,75,2,0,0,12,30,2,41,7,120,27,92,156,37,63,75,1,21,19,75,2,5,31,12,3,8,37,16,26,4,37,7,19,0,40,390,15,28,5,37,19,8,108,6,3,58,0,165,17,0,15,149,12,44,155,0,52,2,16,0,2,52,158,65,127,50,2,5,155,71,26,13,27,81,78,24,104,45,62,43,5,26,106,117,204,341,11,18,0,0,17,464,55,20,66,19,7,11,12,40,29,0,22,75,2,2,5,942
cell398,2,27,38,5,366,6,27,29,7,15,5,50,5,95,9,23,2,10,0,23,41,26,0,9,67,22,4,3,20,73,5,4,115,18,0,0,29,20,7,27,0,3,7,0,84,2,13,25,0,10,11,0,0,211,3,7,67,0,10,23,22,0,0,18,55,4,14,46,4,6,5,9,0,22,54,65,31,11,7,7,2,62,9,30,6,33,23,748,1,7,0,0,13,92,17,4,3,0,7,11,39,286,7,0,10,27,41,3,19,124
cell399,69,153,51,0,162,40,11,5,1,10,0,39,8,59,8,8,0,17,0,19,30,26,1,4,17,19,8,6,20,30,6,5,69,16,0,0,12,12,3,21,2,7,13,0,45,1,7,10,0,17,13,0,1,55,6,7,42,0,1,12,28,0,0,17,52,5,11,38,6,15,10,8,0,19,23,16,14,12,3,17,0,54,2,24,6,31,7,271,5,0,0,0,8,78,7,1,4,5,3,10,16,114,2,0,14,30,61,4,41,68
cell400,8,111,44,14,106,0,10,5,10,12,2,32,4,58,15,18,0,15,2,12,23,39,0,12,2,17,1,0,12,42,26,10,85,17,4,25,19,8,8,21,0,11,16,2,43,2,4,13,4,13,6,0,4,145,0,8,35,0,15,11,6,1,0,13,36,8,13,36,17,11,7,10,0,23,46,31,9,23,5,3,3,61,2,29,6,16,6,499,8,10,0,0,13,87,15,2,1,0,3,1,38,16,2,0,11,153,47,2,8,45
cell401,0,1081,60,3,327,322,131,13,14,18,1,57,2,30,14,13,1,15,4,8,19,40,1,4,40,18,1,5,18,13,20,12,87,9,4,26,47,5,6,18,4,4,14,0,69,1,8,10,0,18,9,0,0,192,0,11,37,0,17,14,17,0,0,7,38,4,13,50,5,16,7,7,0,17,20,54,4,2,2,3,1,62,0,10,5,39,9,310,12,0,0,0,2,115,16,0,13,5,3,8,51,181,10,0,12,132,217,2,20,47
cell402,58,126,54,2,208,78,42,32,11,26,7,50,5,3,13,24,4,19,7,21,25,40,0,3,90,16,2,3,22,29,10,4,91,44,0,32,12,15,8,11,9,2,10,1,97,1,3,20,2,15,10,0,4,320,0,12,45,0,10,18,22,0,0,18,48,6,21,51,12,7,9,10,6,34,42,36,34,15,4,15,4,56,5,13,14,49,14,284,16,2,0,0,5,144,11,6,13,3,3,10,34,198,0,0,20,52,14,1,17,54
cell403,8,91,54,3,184,25,18,2,12,14,0,45,6,40,19,28,2,16,1,51,33,30,1,3,56,15,13,0,16,46,15,10,80,25,0,0,54,9,15,23,3,7,22,0,90,3,19,17,3,9,5,0,12,203,3,11,46,0,22,21,9,0,0,35,55,7,17,67,7,11,3,12,0,9,34,16,26,8,2,12,12,70,0,19,6,62,12,797,8,5,0,1,2,123,8,0,7,1,0,9,27,235,2,0,12,92,40,2,11,81
cell404,0,26,81,3,0,0,12,49,4,430,9,121,10,9,151,32,35,67,0,22,7,43,0,12,48,9,4,4,28,17,55,13,46,23,14,2,32,219,12,43,12,4,23,19,109,2,1,123,5,139,6,0,28,221,12,27,548,0,48,1,14,0,0,272,317,66,105,57,1,13,68,45,0,25,19,30,67,39,68,337,132,41,8,215,25,122,525,738,3,59,0,4,106,372,99,58,19,6,4,4,18,36,58,1,44,32,4,13,39,920
cell405,33,35,24,1,86,5,35,18,5,14,2,44,2,17,13,13,2,10,0,35,30,17,0,3,119,9,5,2,17,35,11,12,113,20,0,5,16,12,2,23,1,7,10,0,55,2,6,11,1,14,4,0,12,68,3,10,45,0,11,34,25,0,0,12,40,5,16,38,3,7,4,4,0,20,38,48,24,5,2,2,2,56,2,18,5,25,11,349,0,3,0,1,6,92,13,9,3,2,4,6,21,101,3,1,1,124,80,3,17,58
cell406,1,24,68,0,14,3,2,4,1,126,20,215,13,18,177,48,65,78,1,8,8,41,0,15,49,14,9,5,39,2,36,1,55,15,9,6,31,428,33,36,3,37,14,58,129,14,1,68,1,194,9,1,22,213,17,43,273,0,4,42,4,0,9,128,179,94,133,61,7,20,172,91,10,7,22,87,155,24,116,192,101,59,3,81,94,128,360,455,16,37,0,2,107,594,63,43,49,28,5,3,9,54,30,6,76,144,3,5,9,1112
cell407,3,25,74,2,1,3,12,13,0,71,14,133,9,116,140,33,36,84,1,18,12,49,0,8,63,11,13,8,31,21,44,2,59,11,24,22,38,239,14,25,7,22,11,9,109,11,3,65,6,114,8,2,2,156,14,45,302,0,76,26,13,0,0,131,210,47,119,51,7,8,55,66,3,23,27,18,39,63,42,37,95,49,6,59,86,130,466,715,9,143,5,0,62,378,58,6,26,12,5,18,16,14,39,0,27,64,4,14,10,444
cell408,2,128,47,0,141,1148,39,7,5,9,3,22,6,3,6,17,0,15,0,60,24,14,1,9,111,15,0,6,14,34,21,4,97,27,2,1,14,11,11,26,2,7,11,1,64,2,1,12,0,11,4,0,7,238,2,9,52,0,17,16,24,0,0,21,46,7,18,36,1,7,6,6,0,24,30,33,10,18,2,2,0,52,10,12,8,63,9,408,7,5,0,1,1,84,6,0,6,3,0,0,30,13,6,0,8,35,20,1,55,86
cell409,13,30,36,10,112,19,10,10,9,13,2,32,2,81,6,16,0,14,0,84,32,30,4,6,10,23,6,1,19,16,47,4,120,35,0,1,6,15,8,22,1,12,12,0,42,2,2,21,2,14,4,0,19,98,0,17,60,0,6,17,25,1,1,27,58,3,21,46,9,6,17,11,0,17,60,36,15,7,0,4,11,61,0,31,7,10,14,248,1,5,0,1,5,96,23,3,8,1,2,3,49,181,7,0,6,37,59,5,16,113
cell410,48,14,63,4,39,14,22,23,16,74,15,162,12,0,220,41,68,97,3,13,22,35,0,11,44,17,4,9,39,28,27,12,64,17,17,14,54,380,18,21,9,44,7,23,108,8,10,88,17,147,6,0,14,326,27,45,244,0,71,25,10,0,7,80,170,66,131,51,2,3,125,78,0,25,21,23,87,8,225,152,272,37,0,169,84,102,85,787,0,25,0,2,93,434,81,39,24,18,0,1,10,52,59,0,23,23,0,15,5,665
cell411,34,105,42,0,207,1,28,26,8,20,3,43,5,62,9,10,0,8,0,18,30,26,2,4,49,25,1,3,17,17,43,20,109,46,2,0,12,13,11,20,1,5,11,0,68,2,5,29,1,12,17,0,5,96,3,12,50,0,15,25,22,0,0,25,43,12,21,66,6,3,7,14,0,44,24,109,2,0,9,5,2,65,5,12,12,53,11,414,8,6,0,1,11,161,20,0,9,1,0,2,47,226,4,0,2,128,9,3,46,41
cell412,13,21,80,8,74,4,16,36,5,110,1,112,4,14,157,27,11,20,2,9,21,35,0,15,32,19,11,5,30,44,36,1,46,21,5,38,18,125,8,28,2,30,18,1,111,6,2,105,0,116,12,1,8,151,8,48,272,0,67,0,6,0,4,109,160,59,103,51,0,8,125,61,2,25,35,14,156,17,192,61,273,47,0,111,70,94,256,419,29,79,0,3,66,316,71,0,59,34,0,20,6,25,31,0,25,95,2,12,12,335
cell413,3,15,76,11,5,38,69,20,1,60,6,139,9,62,131,39,73,76,1,11,17,47,0,6,51,12,5,7,35,5,28,5,76,16,4,51,89,277,8,23,21,0,9,9,146,3,3,97,24,108,16,0,12,191,38,37,339,0,75,3,11,0,1,213,216,32,102,73,4,8,55,63,16,11,20,54,189,45,59,92,288,42,8,196,73,164,451,781,2,68,0,1,86,285,56,20,39,9,1,2,7,27,45,0,37,36,6,7,5,454
cell414,3,327,45,0,219,214,38,43,10,14,2,42,1,117,3,19,0,13,0,50,25,23,0,5,54,14,4,14,13,22,43,10,99,55,0,6,10,13,10,16,2,6,13,2,182,1,19,27,6,14,10,0,2,440,1,10,52,3,11,21,18,0,1,36,29,9,20,91,5,11,2,9,1,14,48,97,27,5,3,8,1,49,6,23,8,45,12,1314,4,5,0,0,9,98,6,0,6,2,3,1,41,221,10,0,5,35,95,3,17,70
cell415,24,394,45,0,494,0,88,109,12,11,3,36,0,76,13,19,4,6,1,44,18,19,0,6,20,19,6,1,13,24,25,7,101,36,0,2,44,8,8,10,2,11,4,3,131,6,14,36,5,16,7,0,6,502,1,10,80,0,8,8,18,0,0,31,62,4,10,91,7,11,9,13,0,5,39,153,29,30,6,8,4,35,3,60,6,82,8,183,11,5,0,0,6,90,9,0,13,1,8,0,22,221,10,0,3,45,58,1,72,127
cell416,5,10,81,0,10,0,37,12,20,29,0,84,6,52,99,28,46,60,3,47,26,43,0,10,73,13,10,3,21,14,23,0,88,19,15,41,75,67,11,58,5,11,13,7,91,4,10,179,1,140,7,0,18,248,11,44,376,0,73,26,13,0,2,258,341,54,97,47,3,13,115,56,65,23,23,22,228,26,27,136,213,46,3,242,74,106,364,595,37,167,2,0,158,200,86,8,9,15,12,10,11,42,13,0,30,33,0,7,6,442
cell417,6,13,68,0,181,2,17,3,0,15,9,137,21,24,157,35,14,81,8,22,14,41,1,9,57,9,14,5,34,19,55,0,51,35,16,13,41,266,20,29,10,10,21,12,78,1,0,147,5,157,5,2,13,64,6,51,429,0,8,1,15,2,0,193,293,49,99,39,1,12,117,72,0,20,55,25,247,13,78,197,53,38,3,95,70,57,330,498,20,173,0,2,41,293,78,12,27,9,0,14,6,31,21,0,39,32,9,17,16,370
cell418,56,373,55,0,38,18,28,25,2,7,0,32,12,28,3,14,0,20,0,71,39,36,0,9,37,19,7,12,13,26,6,11,120,68,1,24,39,21,2,30,0,6,18,3,54,0,6,13,2,14,22,0,6,88,2,9,51,0,3,16,17,0,0,37,49,5,11,47,2,8,16,10,0,20,45,28,5,9,2,15,1,43,5,1,12,76,14,272,11,0,0,4,7,118,11,3,4,2,11,1,35,202,10,0,13,29,2,2,20,82
cell419,1,25,39,1,109,20,6,11,3,14,2,24,5,46,10,17,4,16,0,42,30,15,4,5,120,20,6,2,13,23,46,4,152,24,4,13,6,13,10,26,2,3,19,3,50,0,3,26,1,11,14,0,22,149,1,8,72,0,14,12,20,0,1,24,63,3,13,42,7,1,7,8,8,18,56,29,6,14,1,14,2,32,4,23,11,21,11,373,2,4,0,2,8,72,12,2,5,1,0,8,32,146,5,0,3,51,58,5,3,127
cell420,0,14,77,2,0,1,12,28,0,21,9,52,9,1,105,28,8,19,1,37,25,12,0,10,66,17,29,14,17,40,51,0,94,22,6,40,14,146,14,41,2,4,19,4,45,1,1,110,0,71,6,0,6,153,9,35,264,0,2,12,22,0,0,154,198,40,71,41,3,6,77,33,0,9,27,37,98,8,51,30,101,34,8,155,6,109,271,602,0,69,0,0,51,124,60,38,33,12,8,8,15,44,22,1,25,41,0,14,20,602
cell421,0,23,28,0,148,30,8,3,15,15,1,24,0,42,0,15,0,20,1,20,44,17,0,7,2,38,1,3,19,18,21,12,176,21,4,75,5,14,2,22,0,1,11,0,65,1,10,16,0,4,5,0,1,109,7,9,44,0,7,27,18,0,0,40,67,12,15,50,6,13,7,8,0,30,67,17,6,10,11,6,1,50,0,16,7,27,12,231,18,4,0,0,1,61,22,1,11,0,3,2,34,288,9,0,4,50,31,2,62,43
cell422,1,30,31,0,52,13,23,4,9,11,0,21,4,60,9,20,0,23,0,33,33,20,0,9,112,15,3,3,11,24,66,18,136,22,0,100,6,16,6,20,0,11,9,1,38,2,4,18,0,9,3,0,1,79,1,6,55,0,0,25,24,0,0,16,47,5,25,30,5,12,5,10,0,17,57,34,19,0,0,3,0,53,2,15,7,16,8,339,0,0,0,0,4,116,18,6,8,5,1,12,27,208,4,0,4,74,27,3,35,12
cell423,9,21,59,0,192,5,36,14,1,26,13,88,10,0,95,19,29,18,0,36,30,9,0,9,74,25,16,0,28,11,53,0,100,23,20,0,25,139,14,40,2,3,19,2,80,3,3,173,4,105,7,0,6,162,8,36,540,0,51,12,30,0,0,214,352,49,77,33,2,2,56,51,1,19,22,25,199,43,23,53,96,38,4,225,30,117,658,442,32,156,1,0,41,168,82,9,32,28,4,1,19,24,29,5,14,162,5,31,17,598
cell424,2,27,46,2,109,18,38,31,21,20,0,19,5,67,2,18,0,23,0,96,61,33,0,10,156,38,2,9,8,33,21,8,214,13,2,0,14,19,6,4,0,12,8,2,81,1,8,18,0,11,6,0,1,55,3,16,21,0,13,26,27,0,2,32,66,3,13,51,8,13,1,8,0,20,54,46,15,24,2,5,5,44,14,20,1,44,13,519,3,4,0,2,10,134,18,1,3,3,2,0,40,45,5,0,5,21,77,2,21,33
cell425,5,19,61,5,54,18,28,8,0,112,6,106,12,26,59,25,13,75,1,6,42,40,1,11,62,16,8,7,33,14,55,1,75,18,4,0,42,98,14,54,3,38,17,3,75,11,9,155,1,101,12,0,4,167,7,37,625,0,34,2,22,0,3,303,457,35,92,41,4,14,148,58,0,41,79,42,384,24,102,84,265,42,5,75,56,180,762,583,2,86,0,0,209,198,117,15,11,15,6,13,5,45,74,0,48,49,5,37,6,396
cell426,4,19,75,0,0,4,36,49,18,54,8,168,4,12,114,32,5,72,0,37,23,30,2,7,88,21,34,6,29,28,68,0,116,22,11,249,35,271,23,60,5,24,15,33,88,1,5,203,7,172,9,0,16,294,13,34,585,0,72,0,29,0,0,278,353,89,95,54,0,10,66,46,0,34,45,32,117,1,55,95,352,43,0,187,51,129,689,1034,31,125,0,1,85,284,91,5,67,25,2,21,20,37,24,0,37,59,8,29,7,256
cell427,26,44,37,2,109,223,47,33,6,6,3,55,9,71,7,11,4,13,3,15,28,29,0,2,117,16,19,8,17,9,32,7,123,30,10,77,47,6,7,17,1,7,8,0,140,4,6,37,8,18,7,0,7,244,0,8,110,0,14,30,24,0,0,20,98,10,12,94,5,11,4,6,0,42,66,66,12,14,4,19,7,42,13,66,11,26,28,556,18,4,0,0,13,101,22,1,4,3,3,4,21,178,3,5,12,46,35,9,68,32
cell428,49,101,44,0,118,17,17,3,9,20,1,42,4,7,5,16,3,14,0,54,37,40,0,14,65,16,4,16,14,79,54,8,100,23,1,0,4,8,14,12,1,3,7,4,112,0,1,27,0,10,13,0,3,212,0,15,65,0,10,19,18,0,0,31,63,1,16,45,8,11,15,10,8,45,28,68,31,18,5,4,1,49,4,20,12,30,9,454,17,4,0,0,6,105,17,4,9,3,4,10,26,190,13,1,10,56,43,7,5,202
cell429,0,98,46,0,180,1,38,17,12,10,3,15,0,9,3,11,1,25,0,31,29,26,0,8,109,20,0,4,18,24,57,9,134,48,6,0,9,14,11,14,1,1,16,1,79,2,9,23,0,14,12,0,2,133,1,15,36,0,15,20,10,0,0,54,58,8,17,36,2,3,11,7,0,33,43,32,19,13,1,6,9,43,2,13,9,42,17,536,2,3,0,1,11,89,13,2,3,0,6,1,22,153,19,0,6,114,50,8,16,110
cell430,60,295,51,0,160,0,68,112,4,9,1,8,5,0,10,13,6,13,1,7,18,25,0,6,47,15,0,13,19,24,33,0,65,8,4,226,24,12,11,17,2,2,17,4,85,3,2,29,7,24,4,0,0,239,3,13,75,0,12,36,21,0,0,32,54,6,22,64,8,9,7,12,1,31,49,58,18,0,5,27,13,40,1,21,13,13,27,245,17,2,0,1,3,88,22,3,6,1,0,1,19,200,8,0,2,36,363,8,28,208
cell431,12,102,54,0,59,75,15,9,6,9,0,33,6,0,11,15,4,25,5,18,14,26,0,8,5,17,5,1,10,20,9,4,109,18,5,4,23,9,13,17,1,3,20,1,76,0,0,38,1,11,13,2,7,131,3,15,78,0,11,4,17,0,0,31,58,12,18,40,7,6,11,9,0,30,34,90,8,23,7,15,2,64,2,31,14,49,26,222,11,11,0,1,15,94,11,1,8,1,2,0,28,199,9,0,17,81,18,6,1,218
cell432,25,24,55,16,12,0,57,8,6,50,5,122,12,16,97,33,12,53,3,28,39,45,0,9,113,17,33,5,33,6,159,6,209,41,15,1,27,243,16,39,10,27,17,15,82,12,7,190,4,92,9,0,8,33,2,49,551,0,70,8,26,0,0,276,467,58,110,41,1,12,81,50,0,25,54,42,269,32,76,63,100,45,7,246,106,101,289,282,0,49,0,2,161,336,58,21,36,5,6,14,11,37,62,0,33,11,8,3,3,121
cell433,3,23,72,0,10,76,68,16,10,106,4,125,18,47,50,35,20,92,0,26,40,43,0,19,139,44,15,1,24,21,156,3,246,48,4,0,25,210,10,81,4,19,17,23,84,7,6,197,2,128,11,0,13,85,8,44,750,0,69,5,27,0,7,445,533,47,98,38,9,8,118,67,0,36,103,30,484,8,94,155,146,44,2,287,98,44,672,439,5,90,0,0,129,338,109,72,23,4,23,3,15,63,29,1,34,27,10,7,24,166
